"Cannot create quote","Cannot create quote"
"Cannot assign customer to the given cart. The cart belongs to different store.","Cannot assign customer to the given cart. The cart belongs to different store."
"Cannot assign customer to the given cart. The cart is not anonymous.","Cannot assign customer to the given cart. The cart is not anonymous."
"Cannot assign customer to the given cart. Customer already has active cart.","Cannot assign customer to the given cart. Customer already has active cart."
"This item price or quantity is not valid for checkout.","This item price or quantity is not valid for checkout."
"Please check the shipping address information. %1","Please check the shipping address information. %1"
"Please specify a shipping method.","Please specify a shipping method."
"Please check the billing address information. %1","Please check the billing address information. %1"
"Please select a valid payment method.","Please select a valid payment method."
"Store Credit","Store Credit"
"Shipping address not set.","Shipping address not set."
"Cart contains virtual product(s) only. Shipping method is not applicable.","Cart contains virtual product(s) only. Shipping method is not applicable."
"Cannot set shipping method. %1","Cannot set shipping method. %1"
error123,error123
error345,error345
"New Accounts","New Accounts"
"Customers by number of orders","Customers by number of orders"
"Customers by Orders Total","Customers by Orders Total"
"Date Used","Date Used"
Period,Period
"Empty Rows","Empty Rows"
"Invalid date specified","Invalid date specified"
"We can't find records for this period.","We can't find records for this period."
"Show Reviews","Show Reviews"
"Products Report","Products Report"
Downloads,Downloads
Link,Link
Purchases,Purchases
CSV,CSV
"Excel XML","Excel XML"
"Low stock","Low stock"
"Products Ordered","Products Ordered"
"Most Viewed","Most Viewed"
"Show Report","Show Report"
Interval,Interval
"Refresh Statistics","Refresh Statistics"
"Customers Reviews","Customers Reviews"
"Reviews for %1","Reviews for %1"
Detail,Detail
"Products Reviews","Products Reviews"
"Products Bestsellers Report","Products Bestsellers Report"
"Order Quantity","Order Quantity"
"Coupons Usage Report","Coupons Usage Report"
"Coupon Code","Coupon Code"
"Price Rule","Price Rule"
Uses,Uses
"Sales Subtotal","Sales Subtotal"
"Sales Discount","Sales Discount"
"Sales Total","Sales Total"
"Total Invoiced vs. Paid Report","Total Invoiced vs. Paid Report"
"Invoiced Orders","Invoiced Orders"
"Total Invoiced","Total Invoiced"
"Paid Invoices","Paid Invoices"
"Unpaid Invoices","Unpaid Invoices"
"Total Refunded Report","Total Refunded Report"
"Refunded Orders","Refunded Orders"
"Total Refunded","Total Refunded"
"Online Refunds","Online Refunds"
"Offline Refunds","Offline Refunds"
"Total Ordered Report","Total Ordered Report"
"Sales Items","Sales Items"
Profit,Profit
Paid,Paid
"Sales Tax","Sales Tax"
"Sales Shipping","Sales Shipping"
"Total Shipped Report","Total Shipped Report"
Carrier/Method,Carrier/Method
"Total Sales Shipping","Total Sales Shipping"
"Total Shipping","Total Shipping"
"Order Taxes Report Grouped by Tax Rate","Order Taxes Report Grouped by Tax Rate"
Rate,Rate
"Tax Amount","Tax Amount"
"Abandoned carts","Abandoned carts"
"Applied Coupon","Applied Coupon"
"IP Address","IP Address"
"Items in Cart","Items in Cart"
"Products in carts","Products in carts"
Carts,Carts
"Wish Lists","Wish Lists"
"Wish List Purchase","Wish List Purchase"
"Wish List vs. Regular Order","Wish List vs. Regular Order"
"Times Deleted","Times Deleted"
"Index type is not valid","Index type is not valid"
"Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""%3"">here</a>.","Last updated: %1. To refresh last day's <a href=""%2"">statistics</a>, click <a href=""%3"">here</a>."
"New Accounts Report","New Accounts Report"
"Customers by Number of Orders","Customers by Number of Orders"
"Order Count Report","Order Count Report"
"Order Total Report","Order Total Report"
"Downloads Report","Downloads Report"
"Low Stock","Low Stock"
"Low Stock Report","Low Stock Report"
"Ordered Products Report","Ordered Products Report"
"Products Most Viewed Report","Products Most Viewed Report"
"Product Views Report","Product Views Report"
"An error occurred while showing the product views report. Please review the log and try again.","An error occurred while showing the product views report. Please review the log and try again."
Review,Review
Reviews,Reviews
"Customers Report","Customers Report"
"Customer Reviews Report","Customer Reviews Report"
"Product Reviews Report","Product Reviews Report"
"Product Reviews","Product Reviews"
"Best Sellers Report","Best Sellers Report"
Coupons,Coupons
"Coupons Report","Coupons Report"
"Invoice Report","Invoice Report"
"Refunds Report","Refunds Report"
"Sales Report","Sales Report"
"Shipping Report","Shipping Report"
"Tax Report","Tax Report"
"Abandoned Carts","Abandoned Carts"
"Customer Shopping Carts","Customer Shopping Carts"
"Products in Carts","Products in Carts"
Statistics,Statistics
"No report code is specified.","No report code is specified."
"You refreshed lifetime statistics.","You refreshed lifetime statistics."
"Recent statistics have been updated.","Recent statistics have been updated."
"We can't refresh recent statistics.","We can't refresh recent statistics."
"The product type filter specified is incorrect.","The product type filter specified is incorrect."
"Order Taxes Report Grouped by Tax Rates","Order Taxes Report Grouped by Tax Rates"
"Total Invoiced VS Paid Report","Total Invoiced VS Paid Report"
"Promotion Coupons Usage Report","Promotion Coupons Usage Report"
"Most Viewed Products Report","Most Viewed Products Report"
"Show By","Show By"
"Customers that have Wish List: %1","Customers that have Wish List: %1"
"Number of Wish Lists: %1","Number of Wish Lists: %1"
"Number of items bought from a Wish List: %1","Number of items bought from a Wish List: %1"
"Number of times Wish Lists have been shared (emailed): %1","Number of times Wish Lists have been shared (emailed): %1"
"Number of Wish List referrals: %1","Number of Wish List referrals: %1"
"Number of Wish List conversions: %1","Number of Wish List conversions: %1"
"Show Report For:","Show Report For:"
"Recently Viewed","Recently Viewed"
"Recently Compared","Recently Compared"
"Save Review","Save Review"
"New Review","New Review"
"Review Details","Review Details"
"Product Rating","Product Rating"
Nickname,Nickname
"Summary of Review","Summary of Review"
"Save and Previous","Save and Previous"
"Save and Next","Save and Next"
"Delete Review","Delete Review"
"Edit Review '%1'","Edit Review '%1'"
Administrator,Administrator
Author,Author
"Summary Rating","Summary Rating"
"Detailed Rating","Detailed Rating"
"Update Status","Update Status"
"Pending Reviews of Customer `%1`","Pending Reviews of Customer `%1`"
"Pending Reviews","Pending Reviews"
"All Reviews of Product `%1`","All Reviews of Product `%1`"
"All Reviews","All Reviews"
"Product Store Name","Product Store Name"
"Manage Ratings","Manage Ratings"
"Add New Rating","Add New Rating"
"Save Rating","Save Rating"
"Delete Rating","Delete Rating"
"Edit Rating #%1","Edit Rating #%1"
"New Rating","New Rating"
"Rating Title","Rating Title"
"Rating Visibility","Rating Visibility"
"Is Active","Is Active"
"Rating Information","Rating Information"
"Pending product review(s)","Pending product review(s)"
"Product: <a href=""%1"" target=""_blank"">%2</a> <br/>","Product: <a href=""%1"" target=""_blank"">%2</a> <br/>"
"Summary of review: %1 <br/>","Summary of review: %1 <br/>"
"Review: %1 <br/>","Review: %1 <br/>"
"Store: %1 <br/>","Store: %1 <br/>"
"Click <a href=""%1"">here</a> to see the review.","Click <a href=""%1"">here</a> to see the review."
"Product: ""%1"" reviewed by: %2","Product: ""%1"" reviewed by: %2"
"Pending Reviews RSS","Pending Reviews RSS"
"Reviews %1","Reviews %1"
"The review has been deleted.","The review has been deleted."
"Something went wrong  deleting this review.","Something went wrong  deleting this review."
"Customer Reviews","Customer Reviews"
"Edit Review","Edit Review"
"We can't retrieve the product ID.","We can't retrieve the product ID."
"Please select review(s).","Please select review(s)."
"Something went wrong while deleting these records.","Something went wrong while deleting these records."
"Something went wrong while updating these review(s).","Something went wrong while updating these review(s)."
"You saved the review.","You saved the review."
"Something went wrong while saving this review.","Something went wrong while saving this review."
"The review was removed by another user or does not exist.","The review was removed by another user or does not exist."
"You deleted the rating.","You deleted the rating."
Ratings,Ratings
"You saved the rating.","You saved the rating."
"My Product Reviews","My Product Reviews"
"You submitted your review for moderation.","You submitted your review for moderation."
"We can't post your review right now.","We can't post your review right now."
"Storage key was not set","Storage key was not set"
Approved,Approved
"Not Approved","Not Approved"
"Please enter a review summary.","Please enter a review summary."
"Please enter a nickname.","Please enter a nickname."
"Please enter a review.","Please enter a review."
"Rating isn\'t Available","Rating isn\'t Available"
"Please specify a rating title for a store, or we'll just use the default value.","Please specify a rating title for a store, or we'll just use the default value."
"Assigned Options","Assigned Options"
"Option Title:","Option Title:"
Rating,Rating
"See Details","See Details"
"You have submitted no reviews.","You have submitted no reviews."
"My Recent Reviews","My Recent Reviews"
"View All","View All"
"Average Customer Rating:","Average Customer Rating:"
"Your Review","Your Review"
"Submitted on %1","Submitted on %1"
"Back to My Reviews","Back to My Reviews"
"Ratings Review Summary","Ratings Review Summary"
"Be the first to review this product","Be the first to review this product"
"Write Your Own Review","Write Your Own Review"
"You\'re reviewing:","You\'re reviewing:"
"Your Rating","Your Rating"
"%1 %2","%1 %2"
"Submit Review","Submit Review"
"Only registered users can write reviews. Please, <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>","Only registered users can write reviews. Please, <a href=""%1"">Sign in</a> or <a href=""%2"">create an account</a>"
"Add Your Review","Add Your Review"
"%1 Review(s)","%1 Review(s)"
"Review by","Review by"
"Posted on","Posted on"
"Back to Main Product Info","Back to Main Product Info"
"Average Customer Rating","Average Customer Rating"
"Product Rating:","Product Rating:"
"Product Review (submitted on %1):","Product Review (submitted on %1):"
"Back to Product Reviews","Back to Product Reviews"
Feed,Feed
"Miscellaneous Feeds","Miscellaneous Feeds"
"Get Feed","Get Feed"
"Please choose a valid discount amount.","Please choose a valid discount amount."
"End Date must follow Start Date.","End Date must follow Start Date."
"Please specify Customer Groups.","Please specify Customer Groups."
to,to
by,by
"Please choose an action to add.","Please choose an action to add."
"Perform following actions","Perform following actions"
is,is
"is not","is not"
"equals or greater than","equals or greater than"
"equals or less than","equals or less than"
"greater than","greater than"
"less than","less than"
contains,contains
"does not contain","does not contain"
"is one of","is one of"
"is not one of","is not one of"
ALL,ALL
ANY,ANY
TRUE,TRUE
FALSE,FALSE
"If %1 of these conditions are %2:","If %1 of these conditions are %2:"
"Open Chooser","Open Chooser"
"Unknown condition operator","Unknown condition operator"
"There is no information about associated entity type ""%1"".","There is no information about associated entity type ""%1""."
"Cart Price Rules","Cart Price Rules"
"Percent of product price discount","Percent of product price discount"
"Fixed amount discount","Fixed amount discount"
"Fixed amount discount for whole cart","Fixed amount discount for whole cart"
"Buy X get Y free (discount amount is Y)","Buy X get Y free (discount amount is Y)"
"Maximum Qty Discount is Applied To","Maximum Qty Discount is Applied To"
"Discount Qty Step (Buy X)","Discount Qty Step (Buy X)"
"Apply to Shipping Amount","Apply to Shipping Amount"
"Apply the rule only to cart items matching the following conditions (leave blank for all items).","Apply the rule only to cart items matching the following conditions (leave blank for all items)."
"Apply To","Apply To"
"Apply the rule only if the following conditions are met (leave blank for all products).","Apply the rule only if the following conditions are met (leave blank for all products)."
"Manage Coupon Codes","Manage Coupon Codes"
"Coupons Information","Coupons Information"
"Coupon Qty","Coupon Qty"
"Code Length","Code Length"
"Excluding prefix, suffix and separators.","Excluding prefix, suffix and separators."
"Code Format","Code Format"
"Code Prefix","Code Prefix"
"Code Suffix","Code Suffix"
"Dash Every X Characters","Dash Every X Characters"
"If empty no separation.","If empty no separation."
Generate,Generate
"Times Used","Times Used"
"Are you sure you want to delete the selected coupon(s)?","Are you sure you want to delete the selected coupon(s)?"
Labels,Labels
"Default Label","Default Label"
"Default Rule Label for All Store Views","Default Rule Label for All Store Views"
"Store View Specific Labels","Store View Specific Labels"
Coupon,Coupon
"Use Auto Generation","Use Auto Generation"
"If you select and save the rule you will be able to generate multiple coupon codes.","If you select and save the rule you will be able to generate multiple coupon codes."
"Uses per Coupon","Uses per Coupon"
"Uses per Customer","Uses per Customer"
"Usage limit enforced for logged in customers only.","Usage limit enforced for logged in customers only."
"Public In RSS Feed","Public In RSS Feed"
"Cart Price Rule","Cart Price Rule"
Rule,Rule
End,End
"%1 - Discounts and Coupons","%1 - Discounts and Coupons"
Coupons/Discounts,Coupons/Discounts
"We can't delete the rule right now. Please review the log and try again.","We can't delete the rule right now. Please review the log and try again."
"New Cart Price Rule","New Cart Price Rule"
"Rule is not defined","Rule is not defined"
"Invalid data provided","Invalid data provided"
"%1 coupon(s) have been generated.","%1 coupon(s) have been generated."
"Something went wrong while generating coupons. Please review the log and try again.","Something went wrong while generating coupons. Please review the log and try again."
"The wrong rule is specified.","The wrong rule is specified."
Alphanumeric,Alphanumeric
Alphabetical,Alphabetical
Numeric,Numeric
"We cannot create the requested Coupon Qty. Please check your settings and try again.","We cannot create the requested Coupon Qty. Please check your settings and try again."
"Specified rule does not allow coupons","Specified rule does not allow coupons"
"Specified rule only allows auto generated coupons","Specified rule only allows auto generated coupons"
"Specified rule does not allow auto generated coupons","Specified rule does not allow auto generated coupons"
"Error occurred when saving coupon: %1","Error occurred when saving coupon: %1"
"Discount (%1)","Discount (%1)"
"Coupon with the same code","Coupon with the same code"
"No Coupon","No Coupon"
"Specific Coupon","Specific Coupon"
"Can't acquire coupon.","Can't acquire coupon."
"Total Items Quantity","Total Items Quantity"
"Total Weight","Total Weight"
"Shipping Postcode","Shipping Postcode"
"Shipping Region","Shipping Region"
"Shipping State/Province","Shipping State/Province"
"Shipping Country","Shipping Country"
"Product attribute combination","Product attribute combination"
"Products subselection","Products subselection"
"Conditions combination","Conditions combination"
"Cart Attribute","Cart Attribute"
"Quantity in cart","Quantity in cart"
"Price in cart","Price in cart"
"Row total in cart","Row total in cart"
"Cart Item Attribute","Cart Item Attribute"
FOUND,FOUND
"NOT FOUND","NOT FOUND"
"If an item is %1 in the cart with %2 of these conditions true:","If an item is %1 in the cart with %2 of these conditions true:"
"total quantity","total quantity"
"total amount","total amount"
"If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:","If %1 %2 %3 for a subselection of items in cart matching %4 of these conditions:"
"Specified rule does not allow automatic coupon generation","Specified rule does not allow automatic coupon generation"
"Error occurred when generating coupons: %1","Error occurred when generating coupons: %1"
"Some coupons are invalid.","Some coupons are invalid."
"Item totals are not set for the rule.","Item totals are not set for the rule."
"%1 Cart Price Rules based on ""%2"" attribute have been disabled.","%1 Cart Price Rules based on ""%2"" attribute have been disabled."
"Entity Sequence profile not added to meta active profile","Entity Sequence profile not added to meta active profile"
"Not enough arguments","Not enough arguments"
"Credit Memos","Credit Memos"
Invoices,Invoices
"We can't get the order instance right now.","We can't get the order instance right now."
"Create New Order","Create New Order"
"Save Order Address","Save Order Address"
Billing,Billing
"Edit Order %1 %2 Address","Edit Order %1 %2 Address"
"Order Address Information","Order Address Information"
"Please correct the parent block for this block.","Please correct the parent block for this block."
"Submit Comment","Submit Comment"
"Submit Order","Submit Order"
"Are you sure you want to cancel this order?","Are you sure you want to cancel this order?"
"Order Comment","Order Comment"
"Please select a customer","Please select a customer"
"Create New Customer","Create New Customer"
"Edit Order #%1","Edit Order #%1"
"Create New Order for %1 in %2","Create New Order for %1 in %2"
"Create New Order for New Customer in %1","Create New Order for New Customer in %1"
"Create New Order for %1","Create New Order for %1"
"Create New Order for New Customer","Create New Order for New Customer"
"Items Ordered","Items Ordered"
"This product is disabled.","This product is disabled."
"Buy %1 for price %2","Buy %1 for price %2"
"Item ordered qty","Item ordered qty"
"%1 with %2 discount each","%1 with %2 discount each"
"%1 for %2","%1 for %2"
"* - Enter custom price including tax","* - Enter custom price including tax"
"* - Enter custom price excluding tax","* - Enter custom price excluding tax"
"This product does not have any configurable options","This product does not have any configurable options"
"Please select products","Please select products"
"Add Selected Product(s) to Order","Add Selected Product(s) to Order"
"Update Changes","Update Changes"
"Are you sure you want to delete all items from shopping cart?","Are you sure you want to delete all items from shopping cart?"
"Products in Comparison List","Products in Comparison List"
"Recently Compared Products","Recently Compared Products"
"Recently Viewed Products","Recently Viewed Products"
"Last Ordered Items","Last Ordered Items"
"Wish List","Wish List"
"Please select a store","Please select a store"
"Order Totals","Order Totals"
"Shipping Incl. Tax (%1)","Shipping Incl. Tax (%1)"
"Shipping Excl. Tax (%1)","Shipping Excl. Tax (%1)"
"New Credit Memo for Invoice #%1","New Credit Memo for Invoice #%1"
"New Credit Memo for Order #%1","New Credit Memo for Order #%1"
"Refund Shipping (Incl. Tax)","Refund Shipping (Incl. Tax)"
"Refund Shipping (Excl. Tax)","Refund Shipping (Excl. Tax)"
"Refund Shipping","Refund Shipping"
"Update Qty's","Update Qty's"
Refund,Refund
"Refund Offline","Refund Offline"
"Paid Amount","Paid Amount"
"Refund Amount","Refund Amount"
"Shipping Amount","Shipping Amount"
"Shipping Refund","Shipping Refund"
"Order Grand Total","Order Grand Total"
"Adjustment Refund","Adjustment Refund"
"Adjustment Fee","Adjustment Fee"
"Send Email","Send Email"
"Are you sure you want to send a credit memo email to customer?","Are you sure you want to send a credit memo email to customer?"
Print,Print
"The credit memo email was sent.","The credit memo email was sent."
"The credit memo email wasn't sent.","The credit memo email wasn't sent."
"Credit Memo #%1 | %3 | %2 (%4)","Credit Memo #%1 | %3 | %2 (%4)"
"Total Refund","Total Refund"
"New Invoice and Shipment for Order #%1","New Invoice and Shipment for Order #%1"
"New Invoice for Order #%1","New Invoice for Order #%1"
"Submit Invoice and Shipment","Submit Invoice and Shipment"
"Submit Invoice","Submit Invoice"
"Are you sure you want to send an invoice email to customer?","Are you sure you want to send an invoice email to customer?"
"Credit Memo","Credit Memo"
Capture,Capture
"The invoice email was sent.","The invoice email was sent."
"The invoice email wasn't sent.","The invoice email wasn't sent."
"Invoice #%1 | %2 | %4 (%3)","Invoice #%1 | %2 | %4 (%3)"
"Invalid parent block for this block","Invalid parent block for this block"
"Order Statuses","Order Statuses"
"Create New Status","Create New Status"
"Assign Status to State","Assign Status to State"
"Save Status Assignment","Save Status Assignment"
"Assign Order Status to State","Assign Order Status to State"
"Assignment Information","Assignment Information"
"Order State","Order State"
"Use Order Status As Default","Use Order Status As Default"
"Visible On Storefront","Visible On Storefront"
"Edit Order Status","Edit Order Status"
"Save Status","Save Status"
"New Order Status","New Order Status"
"Order Status Information","Order Status Information"
"Status Code","Status Code"
"Status Label","Status Label"
"Total Paid","Total Paid"
"Total Due","Total Due"
"Are you sure you want to send an order email to customer?","Are you sure you want to send an order email to customer?"
"This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you want to continue?","This will create an offline refund. To create an online refund, open an invoice and create credit memo for it. Do you want to continue?"
"Are you sure you want to void the payment?","Are you sure you want to void the payment?"
Hold,Hold
hold,hold
Unhold,Unhold
unhold,unhold
"Are you sure you want to accept this payment?","Are you sure you want to accept this payment?"
"Accept Payment","Accept Payment"
"Are you sure you want to deny this payment?","Are you sure you want to deny this payment?"
"Deny Payment","Deny Payment"
"Get Payment Update","Get Payment Update"
"Invoice and Ship","Invoice and Ship"
Ship,Ship
Reorder,Reorder
"Order # %1 %2 | %3","Order # %1 %2 | %3"
"This order contains (%1) items and therefore cannot be edited through the admin interface. If you wish to continue editing, the (%2) items will be removed,  the order will be canceled and a new order will be placed.","This order contains (%1) items and therefore cannot be edited through the admin interface. If you wish to continue editing, the (%2) items will be removed,  the order will be canceled and a new order will be placed."
"Are you sure? This order will be canceled and a new one will be created instead.","Are you sure? This order will be canceled and a new one will be created instead."
"Save Gift Message","Save Gift Message"
"Order Credit Memos","Order Credit Memos"
"Credit memo #%1 created","Credit memo #%1 created"
"Credit memo #%1 comment added","Credit memo #%1 comment added"
"Shipment #%1 created","Shipment #%1 created"
"Shipment #%1 comment added","Shipment #%1 comment added"
"Invoice #%1 created","Invoice #%1 created"
"Invoice #%1 comment added","Invoice #%1 comment added"
"Tracking number %1 for %2 assigned","Tracking number %1 for %2 assigned"
"Comments History","Comments History"
"Order History","Order History"
Information,Information
"Order Information","Order Information"
"Order Invoices","Order Invoices"
Shipments,Shipments
"Order Shipments","Order Shipments"
Transactions,Transactions
"Order View","Order View"
"Applies to Any of the Specified Order Statuses except canceled orders","Applies to Any of the Specified Order Statuses except canceled orders"
"Show Actual Values","Show Actual Values"
"New Order RSS","New Order RSS"
Fetch,Fetch
"Transaction # %1 | %2","Transaction # %1 | %2"
Key,Key
Value,Value
"We found an invalid entity model.","We found an invalid entity model."
"Order # %1","Order # %1"
"Back to My Orders","Back to My Orders"
"View Another Order","View Another Order"
"About Your Refund","About Your Refund"
"My Orders","My Orders"
"Subscribe to Order Status","Subscribe to Order Status"
"About Your Invoice","About Your Invoice"
"Print Order # %1","Print Order # %1"
"Grand Total to be Charged","Grand Total to be Charged"
Unassign,Unassign
"You sent the message.","You sent the message."
"This order no longer exists.","This order no longer exists."
"Please enter a comment.","Please enter a comment."
"We cannot add order history.","We cannot add order history."
"You updated the order address.","You updated the order address."
"We can't update the order address right now.","We can't update the order address right now."
"You have not canceled the item.","You have not canceled the item."
"You canceled the order.","You canceled the order."
"""%1"" coupon code was not applied. Do not apply discount is selected for item(s)","""%1"" coupon code was not applied. Do not apply discount is selected for item(s)"
"""%1"" coupon code is not valid.","""%1"" coupon code is not valid."
"The coupon code has been accepted.","The coupon code has been accepted."
"Quote item id is not received.","Quote item id is not received."
"Quote item is not loaded.","Quote item is not loaded."
"New Order","New Order"
"Cannot add new comment.","Cannot add new comment."
"The credit memo has been canceled.","The credit memo has been canceled."
"Credit memo has not been canceled.","Credit memo has not been canceled."
"New Memo for #%1","New Memo for #%1"
"New Memo","New Memo"
"The credit memo's total must be positive.","The credit memo's total must be positive."
"Cannot create online refund for Refund to Store Credit.","Cannot create online refund for Refund to Store Credit."
"You created the credit memo.","You created the credit memo."
"We can't save the credit memo right now.","We can't save the credit memo right now."
"We can't update the item's quantity right now.","We can't update the item's quantity right now."
"View Memo for #%1","View Memo for #%1"
"View Memo","View Memo"
"You voided the credit memo.","You voided the credit memo."
"We can't void the credit memo.","We can't void the credit memo."
"The order no longer exists.","The order no longer exists."
"We can't create credit memo for the order.","We can't create credit memo for the order."
"Edit Order","Edit Order"
"You sent the order email.","You sent the order email."
"We can't send the email order right now.","We can't send the email order right now."
"You have not put the order on hold.","You have not put the order on hold."
"You put the order on hold.","You put the order on hold."
"You canceled the invoice.","You canceled the invoice."
"Invoice canceling error","Invoice canceling error"
"The invoice has been captured.","The invoice has been captured."
"Invoice capturing error","Invoice capturing error"
"The order does not allow an invoice to be created.","The order does not allow an invoice to be created."
"You can't create an invoice without products.","You can't create an invoice without products."
"New Invoice","New Invoice"
"We can't save the invoice right now.","We can't save the invoice right now."
"The invoice and the shipment  have been created. The shipping label cannot be created now.","The invoice and the shipment  have been created. The shipping label cannot be created now."
"You created the invoice and shipment.","You created the invoice and shipment."
"The invoice has been created.","The invoice has been created."
"We can't send the invoice email right now.","We can't send the invoice email right now."
"We can't send the shipment right now.","We can't send the shipment right now."
"Cannot update item quantity.","Cannot update item quantity."
"The invoice has been voided.","The invoice has been voided."
"Invoice voiding error","Invoice voiding error"
"%1 order(s) cannot be canceled.","%1 order(s) cannot be canceled."
"You cannot cancel the order(s).","You cannot cancel the order(s)."
"We canceled %1 order(s).","We canceled %1 order(s)."
"%1 order(s) were not put on hold.","%1 order(s) were not put on hold."
"No order(s) were put on hold.","No order(s) were put on hold."
"You have put %1 order(s) on hold.","You have put %1 order(s) on hold."
"%1 order(s) were not released from on hold status.","%1 order(s) were not released from on hold status."
"No order(s) were released from on hold status.","No order(s) were released from on hold status."
"%1 order(s) have been released from on hold status.","%1 order(s) have been released from on hold status."
"There are no printable documents related to selected orders.","There are no printable documents related to selected orders."
"The payment has been accepted.","The payment has been accepted."
"The payment has been denied.","The payment has been denied."
"Transaction has been approved.","Transaction has been approved."
"Transaction has been voided/declined.","Transaction has been voided/declined."
"There is no update for the transaction.","There is no update for the transaction."
"We can't update the payment right now.","We can't update the payment right now."
"You assigned the order status.","You assigned the order status."
"Something went wrong while assigning the order status.","Something went wrong while assigning the order status."
"We can't find this order status.","We can't find this order status."
"Create New Order Status","Create New Order Status"
"We found another order status with the same order status code.","We found another order status with the same order status code."
"You saved the order status.","You saved the order status."
"We can't add the order status right now.","We can't add the order status right now."
"You have unassigned the order status.","You have unassigned the order status."
"Something went wrong while unassigning the order.","Something went wrong while unassigning the order."
"Can't unhold order.","Can't unhold order."
"You released the order from holding status.","You released the order from holding status."
"The order was not on hold.","The order was not on hold."
"Exception occurred during order load","Exception occurred during order load"
"Something went wrong while saving the gift message.","Something went wrong while saving the gift message."
"You saved the gift card message.","You saved the gift card message."
"The payment has been voided.","The payment has been voided."
"We can't void the payment right now.","We can't void the payment right now."
"Please correct the transaction ID and try again.","Please correct the transaction ID and try again."
"The transaction details have been updated.","The transaction details have been updated."
"We can't update the transaction details.","We can't update the transaction details."
"Orders and Returns","Orders and Returns"
"You entered incorrect data. Please try again.","You entered incorrect data. Please try again."
"We can't find this wish list.","We can't find this wish list."
"We could not add a product to cart by the ID ""%1"".","We could not add a product to cart by the ID ""%1""."
"There is an error in one of the option rows.","There is an error in one of the option rows."
"Shipping Address: ","Shipping Address: "
"Billing Address: ","Billing Address: "
"Please specify order items.","Please specify order items."
"This payment method is not available.","This payment method is not available."
"Validation is failed.","Validation is failed."
"You did not email your customer. Please check your email settings.","You did not email your customer. Please check your email settings."
"Path ""%1"" is not part of allowed directory ""%2""","Path ""%1"" is not part of allowed directory ""%2"""
"Identifying Fields required","Identifying Fields required"
"Id required","Id required"
"A hold action is not available.","A hold action is not available."
"You cannot remove the hold.","You cannot remove the hold."
"We cannot cancel this order.","We cannot cancel this order."
"Requested entity doesn't exist","Requested entity doesn't exist"
"Could not delete order address","Could not delete order address"
"Could not save order address","Could not save order address"
"Unknown State","Unknown State"
"We found an invalid quantity to refund item ""%1"".","We found an invalid quantity to refund item ""%1""."
"Maximum shipping amount allowed to refund is: %1","Maximum shipping amount allowed to refund is: %1"
"Could not delete credit memo","Could not delete credit memo"
"Could not save credit memo","Could not save credit memo"
"This order already has associated customer account","This order already has associated customer account"
"We cannot register an existing invoice","We cannot register an existing invoice"
"ID required","ID required"
"Unknown Status","Unknown Status"
Backordered,Backordered
Returned,Returned
Partial,Partial
Mixed,Mixed
"Registered a Void notification.","Registered a Void notification."
"If the invoice was created offline, try creating an offline credit memo.","If the invoice was created offline, try creating an offline credit memo."
"We refunded %1 online.","We refunded %1 online."
"We refunded %1 offline.","We refunded %1 offline."
"IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2"". Credit Memo has not been created. Please create offline Credit Memo.","IPN ""Refunded"". Refund issued by merchant. Registered notification about refunded amount of %1. Transaction ID: ""%2"". Credit Memo has not been created. Please create offline Credit Memo."
"The credit memo has been created automatically.","The credit memo has been created automatically."
"Registered notification about refunded amount of %1.","Registered notification about refunded amount of %1."
"Canceled order online","Canceled order online"
"Canceled order offline","Canceled order offline"
"Approved the payment online.","Approved the payment online."
"There is no need to approve this payment.","There is no need to approve this payment."
"Denied the payment online","Denied the payment online"
"Registered update about approved payment.","Registered update about approved payment."
"Registered update about denied payment.","Registered update about denied payment."
"There is no update for the payment.","There is no update for the payment."
"Voided authorization.","Voided authorization."
"Amount: %1.","Amount: %1."
"Transaction ID: ""%1""","Transaction ID: ""%1"""
"The transaction ""%1"" cannot be captured yet.","The transaction ""%1"" cannot be captured yet."
"We will authorize %1 after the payment is approved at the payment gateway.","We will authorize %1 after the payment is approved at the payment gateway."
"Order is suspended as its authorizing amount %1 is suspected to be fraudulent.","Order is suspended as its authorizing amount %1 is suspected to be fraudulent."
"Authorized amount of %1","Authorized amount of %1"
"An amount of %1 will be captured after being approved at the payment gateway.","An amount of %1 will be captured after being approved at the payment gateway."
"Captured amount of %1 online","Captured amount of %1 online"
"The order amount of %1 is pending approval on the payment gateway.","The order amount of %1 is pending approval on the payment gateway."
"Registered notification about captured amount of %1.","Registered notification about captured amount of %1."
"Order is suspended as its capture amount %1 is suspected to be fraudulent.","Order is suspended as its capture amount %1 is suspected to be fraudulent."
"The parent transaction ID must have a transaction ID.","The parent transaction ID must have a transaction ID."
"Payment transactions disallow storing objects.","Payment transactions disallow storing objects."
"The transaction ""%1"" (%2) is already closed.","The transaction ""%1"" (%2) is already closed."
"Set order for existing transactions not allowed","Set order for existing transactions not allowed"
"At minimum, you need to set a payment ID.","At minimum, you need to set a payment ID."
